"Temperature (C)","Apparent Temperature (C)","Humidity","Wind Speed (km/h)","Visibility (km)","Pressure (millibars)"
"5","2.1555555555556","0.76","12.6385","9.982","1019.99"
"22.083333333333","22.083333333333","0.69","11.9623","11.27","1015.75"
"-3.3388888888889","-6.0333333333333","0.81","6.44","11.7047","1016.8"
"-9","-13.177777777778","0.78","7.7441","9.9015","1029.39"
"31.133333333333","31.294444444444","0.41","4.1699","9.982","1017.29"
"14.005555555555","14.005555555555","0.93","4.6851","7.0357","1008.09"
"3.3666666666667","-0.0055555555555564","0.96","13.6045","0.644","1000.01"
"3.9888888888889","3.9888888888889","0.99","4.4758","1.5134","1030.1"
"12.244444444444","12.244444444444","0.61","14.329","10.0464","1013.07"
"1.0222222222222","-2.8055555555556","0.85","13.2503","4.4919","1019.1"
"18.794444444444","18.794444444444","0.69","28.4004","11.27","1016.24"
"13.216666666667","13.216666666667","0.87","16.0517","11.27","1025"
"12.711111111111","12.711111111111","0.83","12.6546","11.27","1004.19"
"23.955555555555","23.955555555555","0.62","7.9212","9.982","1019.07"
"2.0388888888889","0.42777777777778","0.93","5.7638","7.4221","1005.74"
"17.216666666667","17.216666666667","0.96","9.0965","15.0052","1018.36"
"23.6","23.6","0.74","7.9212","10.3523","1017.88"
"8.7722222222222","7.2277777777778","0.9","9.7566","4.9105","1020.1"
"19.055555555556","19.055555555556","0.67","9.0965","9.982","1013"
"10.188888888889","10.188888888889","0.93","2.2057","11.2056","1017.85"
"19.361111111111","19.361111111111","0.9","14.8281","14.0231","1004.26"
"-4.7444444444444","-10.138888888889","0.84","14.5222","6.1985","1008.74"
"18.333333333333","18.333333333333","0.97","3.2039","8.05","1013.22"
"12.927777777778","12.927777777778","0.9","2.7531","14.9569","1021.64"
"21.555555555556","21.555555555556","0.9","3.1717","15.8263","1015.19"
"14.866666666667","14.866666666667","0.67","3.1717","9.8049","1017.07"
"28.861111111111","28.183333333333","0.36","8.2754","9.982","1014.87"
"-3.3555555555555","-5.5777777777778","0.83","5.3935","14.8764","1018.17"
"7.8","5.0888888888889","0.83","15.9551","11.27","1027.73"
"12.4","12.4","0.93","15.0213","5.8765","1012.86"
"20.4","20.4","0.97","3.22","11.8013","1012.82"
"2.2888888888889","-2.3333333333333","0.84","19.9962","10.7226","1023.6"
"6.9555555555556","4.6277777777778","0.67","12.0911","9.982","1029.48"
"13.727777777778","13.727777777778","0.84","3.0912","15.8263","1013.24"
"18.838888888889","18.838888888889","0.73","10.6099","10.0464","1015.58"
"7.1555555555555","7.1555555555555","1","1.8515","0.2898","1017.15"
"9.0444444444444","6.2","0.83","19.8674","14.812","1015.83"
"12.75","12.75","0.9","12.7995","11.0446","1013.43"
"12.127777777778","12.127777777778","0.89","3.1717","14.9086","1020.12"
"26.016666666667","26.016666666667","0.43","3.3971","10.0303","1015.96"
"4.9222222222222","3.4611111111111","0.8","6.5688","14.7959","1010.49"
"16.188888888889","16.188888888889","0.96","4.7173","8.4203","1005.11"
"17.8","17.8","0.96","11.1573","15.8746","1018.17"
"17.844444444444","17.844444444444","0.56","12.7351","11.2056","1019.34"
"-10.372222222222","-10.372222222222","0.82","3.3005","14.7154","1030.55"
"17.294444444444","17.294444444444","0.62","10.7387","11.27","1014.52"
"14.883333333333","14.883333333333","1","10.626","11.2056","1012.47"
"15.066666666667","15.066666666667","0.67","14.0553","9.982","1025.77"
"1.7888888888889","-0.32777777777778","0.91","7.0679","5.6672","1041.1"
"4.8111111111111","1.4833333333333","0.83","15.3433","9.982","1014.41"
"-0.21111111111111","-3.7111111111111","0.67","10.626","14.9569","1020.08"
"-6.1166666666667","-11.844444444444","0.63","14.5866","9.982","1027.52"
"12.427777777778","12.427777777778","0.92","5.5384","14.9569","1017.74"
"10.922222222222","10.922222222222","0.87","3.1395","9.982","1017.06"
"11.066666666667","11.066666666667","0.89","2.1735","14.812","1018.93"
"2.25","-1.5388888888889","0.9","14.49","4.025","1034.71"
"-2.9222222222222","-6.5444444444444","0.93","9.1931","1.2558","1031.4"
"5.9555555555556","5.0444444444444","0.77","5.3774","9.8049","1012.04"
"22.338888888889","22.338888888889","0.63","13.7655","11.27","1015.96"
"2.2","-0.37222222222222","0.92","8.855","4.83","1025.28"
"-2.3","-8.5944444444444","0.56","23.1679","9.982","1011.99"
"-1.0333333333333","-5.9277777777778","1","16.3898","0.3059","1036.66"
"7.7777777777778","5.4666666666667","0.89","13.0893","11.1251","0"
"11.427777777778","11.427777777778","0.78","6.2951","15.8263","1025.76"
"-10.627777777778","-14.466666666667","0.77","6.4561","14.9569","1042.83"
"5.0222222222222","1.9444444444444","0.92","14.0231","8.05","1012.4"
"17.872222222222","17.872222222222","0.65","10.7548","9.982","1017.16"
"5.0444444444444","1.0555555555556","0.93","20.6885","8.1949","1011.93"
"24.972222222222","24.972222222222","0.33","3.5581","9.982","1026.68"
"7.7777777777778","6.1","0.76","9.4507","11.1251","1029.01"
"-2.9166666666667","-2.9166666666667","0.92","3.2522","3.3971","1021.54"
"1.0888888888889","-2.2555555555556","0.85","11.0768","14.7315","1021.07"
"-2.9444444444444","-7.8333333333333","0.69","14.1036","15.8263","1015.52"
"1.8333333333333","-1.3444444444444","0.92","10.9963","15.8263","1033.41"
"2.2333333333333","-1.9444444444444","0.9","16.8245","9.8371","1023.65"
"17.65","17.65","0.61","13.6367","11.27","1015.33"
"23.666666666667","23.666666666667","0.51","4.4275","11.3988","1011.36"
"2.15","-0.26111111111111","0.92","8.2432","5.1359","998.23"
"17.733333333333","17.733333333333","0.93","3.2039","9.982","1021.02"
"28.972222222222","29.538888888889","0.49","8.1949","11.4471","1018.46"
"-1.3777777777778","-4.6222222222222","0.81","8.9033","7.8246","1031.34"
"10.366666666667","10.366666666667","0.78","10.7065","15.8263","1014.31"
"12.827777777778","12.827777777778","0.76","7.8246","9.982","1016.77"
"-2.2444444444444","-2.2444444444444","1","3.22","0","1032.23"
"2.9055555555556","0.25","0.96","9.6922","0.3059","1024.12"
"10.822222222222","10.822222222222","0.82","11.3183","9.982","1017.37"
"20.761111111111","20.761111111111","0.73","26.8065","11.27","1017.36"
"8.6611111111111","8.6611111111111","0.93","3.2039","9.7566","1030.2"
"22.805555555556","22.805555555556","0.92","3.22","9.982","1016.9"
"16.022222222222","16.022222222222","0.78","18.0642","11.2056","1010.29"
"22.438888888889","22.438888888889","0.51","25.438","11.3988","1019.29"
"3.2888888888889","-1.9388888888889","0.82","27.6276","9.982","1023.64"
"-3.8388888888889","-3.8388888888889","0.92","3.1556","1.8837","1038.67"
"19.977777777778","19.977777777778","0.96","3.1556","9.982","1013.13"
"17.872222222222","17.872222222222","0.64","8.372","11.27","1013.11"
"8.0055555555555","6.3833333333333","0.82","9.3702","7.9695","1015.36"
"7.2277777777778","7.2277777777778","0.86","2.093","3.6708","1037.45"
"7.0833333333333","4.7166666666667","0.87","12.4936","7.7763","1003.18"
"17.755555555555","17.755555555555","0.97","11.0929","4.4919","1015.53"
"2.2777777777778","-0.46111111111111","0.79","9.5312","6.118","1037.66"
"12.777777777778","12.777777777778","0.9","17.1304","6.1985","1013.01"
"18.833333333333","18.833333333333","0.46","16.1161","11.3988","1017.82"
"16.188888888889","16.188888888889","0.81","8.1144","11.2056","0"
"2.6722222222222","2.6722222222222","0.78","3.4132","2.9624","1021.91"
"6.2111111111111","2.6944444444444","0.73","19.3039","14.9569","1007.39"
"21.944444444444","21.944444444444","0.68","17.2592","11.27","1017.06"
"-0.86666666666667","-5.3555555555555","0.98","14.4578","2.9785","1019.93"
"21.038888888889","21.038888888889","0.64","7.4382","9.982","1010.88"
"-2.7111111111111","-8.2","0.7","17.388","6.2951","1009.67"
"2.1444444444444","-2.6166666666667","0.92","20.7529","6.3595","1024.66"
"22.755555555555","22.755555555555","0.38","17.0177","9.982","1022.32"
"1.0833333333333","-0.85555555555555","0.92","6.2468","4.3792","1041.46"
"21.022222222222","21.022222222222","0.8","3.1234","9.9015","1020.42"
"2.8","-1.1055555555556","0.89","16.0034","8.05","1024.44"
"18.816666666667","18.816666666667","0.97","11.27","6.2951","1017.5"
"12.211111111111","12.211111111111","0.75","9.2092","10.8353","1025.1"
"10.577777777778","10.577777777778","0.96","6.0375","9.8049","1005.35"
"4.35","4.35","0.96","3.8801","1.9159","998.74"
"16.155555555556","16.155555555556","0.39","16.0678","9.982","1014.17"
"2.4","-2.9444444444444","1","26.2591","2.5438","999.7"
"-0.67777777777778","-2.6833333333333","0.96","5.7638","3.6547","1036.79"
"-0.033333333333333","-0.033333333333333","0.76","3.542","6.0214","1024.92"
"10.911111111111","10.911111111111","0.81","4.7334","9.8049","1027.44"
"5.1111111111111","3.6333333333333","0.93","6.7298","7.7763","1017.27"
"22.8","22.8","0.34","21.0427","9.982","1021.91"
"2.1111111111111","-2.6055555555555","0.92","20.3665","4.0733","1007.89"
"20.666666666667","20.666666666667","0.83","6.2307","15.8746","1016.7"
"9.95","8.2","0.83","12.4936","9.8049","1015.35"
"14.872222222222","14.872222222222","0.69","4.0411","11.4471","1017.12"
"0.072222222222224","-4.1277777777778","0.81","14.0553","7.2128","1009.27"
"0","-3.5333333333333","0.93","10.9319","0.4025","1036.31"
"7.4277777777778","5.0444444444444","0.63","13.041","10.4006","1015.7"
"-5.4444444444444","-8.5666666666667","0.85","6.6493","11.6081","1028.17"
"16.138888888889","16.138888888889","0.81","15.617","11.2056","1020.66"
"2.3722222222222","2.3722222222222","0.96","2.5438","0.161","1029.02"
"17.183333333333","17.183333333333","0.73","11.0285","14.168","1011.98"
"-7.1722222222222","-9.8055555555556","0.79","5.1681","4.991","1035.62"
"12.288888888889","12.288888888889","0.8","2.6565","9.982","1019.6"
"1.0888888888889","-2.2666666666667","0.82","11.1251","9.982","1016.66"
"8.3388888888889","8.3388888888889","0.88","0.6923","15.0052","1015.35"
"18.977777777778","18.977777777778","0.51","10.8675","11.27","1012.2"
"3.9555555555555","2.35","0.92","6.5527","7.7119","1017.06"
"-2.9833333333333","-2.9833333333333","0.79","3.1395","9.982","1025.05"
"16.155555555556","16.155555555556","0.65","14.1358","15.8263","1017.27"
"-2.7777777777778","-6.4166666666667","0.92","9.338","0.322","1028.69"
"-10.205555555556","-14.7","0.74","7.9856","9.6761","1027.34"
"12.255555555555","12.255555555555","0.74","3.3005","7.0357","1027.7"
"15.066666666667","15.066666666667","0.8","3.1717","15.8263","1011.15"
"12.661111111111","12.661111111111","0.9","4.6529","7.7441","1017.12"
"21.161111111111","21.161111111111","0.59","14.4256","11.27","1021.25"
"2.2222222222222","-0.14444444444445","1","8.1305","5.8604","1025.57"
"27.777777777778","27.5","0.4","15.9229","9.982","1013.56"
"17.772222222222","17.772222222222","0.84","8.4203","11.0285","1010.95"
"7.1388888888889","7.1388888888889","0.93","3.6547","14.9086","1016.43"
"5.4722222222222","1.3777777777778","0.87","22.7171","14.7959","1009.51"
"32.805555555556","32.938888888889","0.37","9.177","11.2056","1015.76"
"-4.35","-4.35","0.88","3.542","3.4937","1020.23"
"20.972222222222","20.972222222222","0.73","2.9946","9.982","1010.72"
"24.005555555555","24.005555555555","0.53","12.3004","9.982","1024.6"
"1.1333333333333","-1.0722222222222","0.96","7.0035","4.8783","1038.56"
"20.016666666667","20.016666666667","0.78","12.2682","11.4471","1007.6"
"16.083333333333","16.083333333333","0.54","7.7763","9.982","1011.18"
"16.016666666667","16.016666666667","0.57","5.3774","11.4471","1018.67"
"32.877777777778","32.155555555556","0.32","5.8765","10.3523","1009.46"
"12.322222222222","12.322222222222","0.89","2.4794","9.982","1016.96"
"2.2055555555555","2.2055555555555","0.96","3.1717","1.6261","1029.78"
"12.755555555555","12.755555555555","0.69","6.2629","15.8263","1005.49"
"-1.0222222222222","-4.3666666666667","0.92","9.4507","1.2397","1008.31"
"-0.13888888888889","-3.1833333333333","0.83","8.9838","5.8765","1036.66"
"23.922222222222","23.922222222222","0.53","8.9194","10.3523","1010.11"
"7.7111111111111","4","0.68","25.1643","15.8263","1014.17"
"15.094444444444","15.094444444444","0.87","1.6583","11.2056","1027.02"
"8.3555555555556","7.5833333333333","0.93","6.0214","11.8979","1018.96"
"5.2777777777778","0.95","0.93","24.4237","3.5259","1001.29"
"25.044444444444","25.044444444444","0.47","11.3022","11.2056","1016.57"
"15.072222222222","15.072222222222","0.86","3.2844","6.3434","1014.92"
"8.8611111111111","4.5888888888889","0.72","37.8994","11.27","1006.05"
"8.55","5.8944444444444","0.71","17.0177","14.9569","1012.37"
"17.2","17.2","0.9","3.0912","15.7297","1013.5"
"12.066666666667","12.066666666667","0.96","3.22","1.9803","1018.82"
"16.505555555555","16.505555555555","0.66","10.7387","15.8263","1016.95"
"7.9944444444444","7.9944444444444","0.92","4.6368","14.9086","1004.3"
"22.938888888889","22.938888888889","0.41","13.685","10.3523","1020.26"
"18.883333333333","18.883333333333","0.65","23.6348","11.2056","1023.46"
"22.677777777778","22.677777777778","0.54","12.5419","10.0464","1009.43"
"11.116666666667","11.116666666667","0.86","14.5061","14.9086","1015.71"
"-4.2222222222222","-9.9444444444444","0.75","16.6796","9.6761","1016.6"
"15.788888888889","15.788888888889","0.58","11.0446","15.8263","1029.04"
"11.111111111111","11.111111111111","0.85","14.6188","14.9569","1015.96"
"8.4944444444444","7.5944444444444","0.76","6.5849","15.7297","1011.25"
"16.488888888889","16.488888888889","0.79","6.3434","14.9569","1009.41"
"24.977777777778","24.977777777778","0.54","11.5276","11.27","1009.21"
"17.605555555556","17.605555555556","0.54","9.4829","9.982","1025.42"
"29.105555555556","31.755555555555","0.63","7.0357","11.4471","1017.15"
"22.222222222222","22.222222222222","0.52","11.5598","9.982","0"
"-5.0055555555556","-7.8777777777778","0.96","6.2468","0.1771","1032.29"
"22.75","22.75","0.57","12.558","11.4471","1015"
"16.711111111111","16.711111111111","0.97","3.5581","14.7315","1016.23"
"17.933333333333","17.933333333333","0.77","4.6207","9.982","1017.07"
"-1.1611111111111","-1.1611111111111","1","3.1395","0.322","1030.11"
"14.955555555556","14.955555555556","0.77","17.3075","11.2056","1014.6"
"1.3388888888889","1.3388888888889","0.68","4.4597","9.982","1032.04"
"-0.072222222222222","-0.072222222222222","0.86","4.0894","3.9284","1035.54"
"16.083333333333","16.083333333333","0.58","3.2683","9.982","1020.01"
"22.172222222222","22.172222222222","0.55","5.2647","9.982","0"
"7.2055555555556","5.8555555555555","0.5","7.5026","10.3523","1016.54"
"1.1166666666667","1.1166666666667","0.7","1.2558","8.05","1030.13"
"16.161111111111","16.161111111111","0.8","22.2341","11.27","0"
"22.805555555556","22.805555555556","0.84","1.3524","9.982","1013.67"
"30.944444444444","30.011111111111","0.33","2.0447","9.982","1014.47"
"1.0944444444444","-2.6388888888889","0.85","12.8478","4.5885","1018.96"
"7.9555555555556","5.7444444444444","0.75","12.6868","11.2056","1010.72"
"-4.0111111111111","-6.1111111111111","0.86","4.991","5.6833","1009.19"
"13.005555555555","13.005555555555","0.7","3.7191","15.8263","1012.52"
"22.244444444444","22.244444444444","0.59","10.5616","11.27","1009.97"
"9.7722222222222","7.7333333333333","0.78","14.2968","11.2056","1022.08"
"18.938888888889","18.938888888889","0.78","13.1859","9.982","1021.6"
"1.15","-2.1","0.9","10.7226","7.2128","1031.3"
"1.3388888888889","-1.2666666666667","0.98","8.4042","10.1108","1010.9"
"-1.5444444444444","-3.6944444444444","0.99","5.796","0.322","1014.33"
"5.0222222222222","2.8666666666667","0.93","9.2575","5.9731","1011.99"
"11.138888888889","11.138888888889","0.93","13.3952","11.8979","1007.42"
"9.9888888888889","9.0555555555556","0.86","7.7763","4.6207","1019.12"
"13","13","0.72","12.6546","9.982","1015.23"
"0.038888888888889","-3.8333333333333","0.93","12.4292","0.322","1033.54"
"9.8611111111111","8.3888888888889","0.89","10.5616","14.812","1010.64"
"17.777777777778","17.777777777778","0.6","26.9031","9.982","1020.29"
"13.8","13.8","0.96","3.22","9.6761","1018.61"
"-0.65","-0.65","0.92","3.2844","3.3971","1036.06"
"0.33888888888889","-4.8","0.61","20.0445","15.8263","1014.84"
"18.883333333333","18.883333333333","0.52","13.3469","9.982","1025.23"
"4.8833333333333","2.0388888888889","0.87","12.5258","9.6117","1013.77"
"6.4166666666667","4.2555555555556","0.89","10.5455","13.6528","1020.04"
"17.138888888889","17.138888888889","0.62","5.4418","9.8693","1030.97"
"22.027777777778","22.027777777778","0.49","4.2826","11.0285","1019.86"
"1.1444444444444","-1.0777777777778","0.77","7.0679","7.5992","1028.65"
"10.405555555555","10.405555555555","1","0.7245","5.3935","1014.91"
"6.0388888888889","3.7222222222222","0.86","10.9963","11.0446","998.08"
"0.99444444444444","-0.47777777777778","0.76","5.0715","7.9051","1023.76"
"7.3722222222222","4.9611111111111","0.85","13.1537","10.4006","1028.53"
"-0.0055555555555564","-2.4888888888889","0.69","7.2772","9.9015","1017.61"
"12.822222222222","12.822222222222","0.59","25.5507","10.0464","1025.11"
"13.9","13.9","0.92","3.3649","11.9784","1016.4"
"0.51111111111111","-4.6111111111111","0.79","20.2055","9.5956","1012.89"
"9.3777777777778","7.8166666666667","0.81","10.465","15.7297","1001.43"
"-2.1777777777778","-2.1777777777778","0.95","4.2665","3.5259","1023.23"
"6.1111111111111","2.8","0.76","17.4363","9.982","1007.67"
"9.9833333333333","9.9833333333333","0.96","3.6547","11.8013","1019.23"
"14.422222222222","14.422222222222","0.58","20.0123","15.8263","1007.85"
"7.4","3.4166666666667","0.59","27.2573","9.982","1006.02"
"15.255555555555","15.255555555555","0.61","10.626","9.982","1018.9"
"18.888888888889","18.888888888889","0.45","4.8944","9.982","1025.02"
"2.2666666666667","-2.3388888888889","0.85","19.8352","14.7315","1008.32"
"4.4444444444444","4.4444444444444","0.96","0","0.161","1027.69"
"21.183333333333","21.183333333333","0.86","4.4436","11.4471","1017.86"
"12.683333333333","12.683333333333","0.7","7.5992","11.3988","1013.41"
"18.816666666667","18.816666666667","0.55","13.7655","15.8263","1025.33"
"22.85","22.85","0.79","10.9641","11.1251","1010.91"
"13.65","13.65","0.93","3.542","14.5866","1011.44"
"-2.1055555555555","-5.6333333333333","0.8","9.3863","11.1251","1036.43"
"14.194444444444","14.194444444444","0.33","15.6331","10.3523","1014.03"
"8.9222222222222","8.9222222222222","0.89","3.22","14.0231","1028.93"
"0.15555555555556","-2.4555555555555","0.75","7.7441","9.9015","1027.08"
"16.094444444444","16.094444444444","0.78","14.1036","11.2056","1012.92"
"0.69444444444444","-2.8555555555555","0.91","11.6242","10.0464","1008.43"
"13.961111111111","13.961111111111","0.76","4.83","9.982","1016.78"
"17.783333333333","17.783333333333","0.97","3.2361","15.6492","1009.45"
"5.9333333333333","3.1","0.93","13.7655","4.4919","1010.63"
"15.411111111111","15.411111111111","0.63","16.7923","15.8263","1016.47"
"17.994444444444","17.994444444444","0.96","15.2145","11.1251","1017.96"
"-1.0333333333333","-6.8555555555555","0.67","22.2985","9.982","1012.46"
"6.0666666666667","3.4111111111111","0.88","12.8961","14.9086","1012.74"
"-0.066666666666667","-2.3277777777778","0.89","6.6171","5.9248","1025.65"
"-1.3555555555556","-5.9277777777778","0.94","14.3129","2.1252","1006.72"
"17.844444444444","17.844444444444","0.5","2.6726","11.27","1014.02"
"15.266666666667","15.266666666667","0.68","11.0124","15.8263","1022.49"
"6.0388888888889","6.0388888888889","0.93","3.22","7.7441","1032.51"
"21.144444444444","21.144444444444","0.63","7.7441","10.2718","1009.35"
"-1.5777777777778","-5.3833333333333","0.96","10.7709","3.864","1005.26"
"25.833333333333","25.833333333333","0.44","16.422","11.4471","1008.03"
"11.644444444444","11.644444444444","0.74","39.1713","9.982","1009.1"
"15.072222222222","15.072222222222","0.93","2.2862","15.8263","1015.99"
"9.8611111111111","9.8611111111111","0.96","3.0751","3.8318","1017.25"
"16.222222222222","16.222222222222","0.77","11.1573","11.27","1016.33"
"7.7333333333333","5.2833333333333","0.68","13.9587","9.982","1020.07"
"23.594444444444","23.594444444444","0.53","7.5992","11.27","1007.66"
"-0.044444444444443","-7.3833333333333","0.72","39.4289","15.8746","1012.99"
"2.05","2.05","0.89","3.0912","5.9731","1018.51"
"26.061111111111","26.061111111111","0.31","10.8836","9.982","0"
"-4.3722222222222","-8.7277777777778","0.91","10.7226","3.6547","1007.96"
"17.872222222222","17.872222222222","0.95","3.5259","9.982","1015.91"
"15.477777777778","15.477777777778","0.82","15.8907","15.3111","1018.19"
"7.7111111111111","3.8777777777778","0.76","26.5972","11.2056","1013.12"
"0.022222222222222","-5.4944444444444","0.69","22.1536","9.982","1028.35"
"12.222222222222","12.222222222222","0.72","15.6331","9.982","1014.25"
"12.666666666667","12.666666666667","0.96","14.3451","7.8246","1007.82"
"1.0833333333333","-4.1166666666667","0.55","21.9443","9.982","1017.9"
"17.027777777778","17.027777777778","0.77","1.1592","9.982","1012.18"
"23.961111111111","23.961111111111","0.62","15.5043","11.27","1017.84"
"9.9111111111111","7.3055555555556","0.76","19.7225","11.0768","1021.84"
"24.083333333333","24.083333333333","0.68","9.0482","9.982","1019.19"
"32.75","32.083333333333","0.33","4.669","9.982","1010.77"
"-1.6388888888889","-6.6777777777778","0.61","16.3576","14.9569","1021.03"
"21.25","21.25","0.49","2.9302","10.0464","1016.69"
"-4.2777777777778","-8.7555555555555","0.95","11.2217","6.1985","1009.16"
"24.927777777778","24.927777777778","0.74","3.0751","9.982","1011.91"
"22.5","22.5","0.55","7.8085","11.0768","1010.23"
"-1.5","-3.8166666666667","1","6.1985","0.4025","1014.51"
"8.2444444444444","5.9888888888889","0.72","13.3791","14.9569","1015.16"
"25","25","0.74","11.1573","9.982","1013.17"
"7.8722222222222","3.55","0.67","33.6168","10.0464","1004.59"
"3.9833333333333","3.9833333333333","0.81","1.6905","11.0446","1018.91"
"26.138888888889","26.138888888889","0.65","4.6851","9.982","1018.29"
"20.138888888889","20.138888888889","0.45","7.728","9.982","1020.81"
"12.711111111111","12.711111111111","0.65","6.8103","15.8263","1019.09"
"2.6555555555556","2.6555555555556","0.96","1.61","0.161","1027.73"
"12.088888888889","12.088888888889","0.74","19.8674","9.982","1017.92"
"2.6277777777778","2.6277777777778","0.7","2.2862","10.5294","1020.85"
"21.038888888889","21.038888888889","0.49","15.5043","9.982","1014.7"
"12.2","12.2","0.93","3.5259","3.5581","1017.88"
"18.733333333333","18.733333333333","0.57","7.6314","11.4471","1015.08"
"22.083333333333","22.083333333333","0.43","13.4435","9.982","1022.44"
"17.811111111111","17.811111111111","0.9","6.8586","14.9569","1018.72"
"26.083333333333","26.083333333333","0.5","12.6546","9.982","1019.17"
"2.7777777777778","-2.3555555555555","0.7","25.3414","9.982","1016.34"
"19.911111111111","19.911111111111","0.93","0","11.0446","1018.11"
"9","6.4666666666667","0.83","16.8889","11.0768","1025.47"
"-3.8222222222222","-9.5555555555556","0.92","17.2592","3.9284","1022.58"
"27.105555555556","28.261111111111","0.61","7.8085","9.9015","1018.19"
"3.1111111111111","-0.25555555555556","0.95","13.2503","2.9624","1002.68"
"-1.1111111111111","-1.1111111111111","1","4.7495","0.483","1030"
"27.872222222222","29.072222222222","0.58","9.177","9.982","1011.65"
"11.972222222222","11.972222222222","1","9.66","1.2558","1016.45"
"12.6","12.6","0.83","9.66","9.7566","0"
"22.127777777778","22.127777777778","0.44","13.7977","9.982","1016.86"
"9.3166666666667","6.9111111111111","0.82","16.4542","14.0231","1022.68"
"2.8722222222222","2.8722222222222","0.88","3.0912","10.9802","1019.22"
"2.2666666666667","-1.9944444444444","0.8","17.4041","3.059","1008.83"
"0.094444444444445","-3.4222222222222","0.91","10.948","1.9159","1010.39"
"7.0444444444444","7.0444444444444","0.86","2.415","8.7101","1009.09"
"-4.3277777777778","-7.2111111111111","0.88","6.5044","7.9695","1028.7"
"25.955555555555","25.955555555555","0.42","10.2879","11.0285","1017.17"
"-3.2888888888889","-5.9388888888889","0.85","6.3434","9.9015","1034.65"
"30.972222222222","31.594444444444","0.45","17.227","9.982","1018.15"
"9.9277777777778","7.1666666666667","0.83","21.4613","9.9015","1021.95"
"19.722222222222","19.722222222222","0.57","21.0749","9.982","1018.15"
"-0.027777777777778","-2.7833333333333","0.56","8.0983","9.8049","1031.33"
"13.4","13.4","0.9","3.5098","11.9784","1012.56"
"20.4","20.4","0.45","11.6403","10.3523","1012.1"
"22.805555555556","22.805555555556","0.84","12.2521","9.9015","1017.06"
"25.005555555555","25.005555555555","0.45","3.1556","9.982","1018.28"
"19.211111111111","19.211111111111","0.66","10.9963","11.2056","1017.17"
"-0.98888888888889","-0.98888888888889","0.89","4.7173","5.7316","1020.41"
"17.938888888889","17.938888888889","0.46","27.9013","9.982","1009.14"
"7.15","4.2888888888889","0.87","15.939","6.0053","1002.69"
"17.916666666667","17.916666666667","0.72","20.8495","11.0768","1015.84"
"12.777777777778","12.777777777778","0.64","25.2287","11.27","1025.43"
"22.783333333333","22.783333333333","0.7","27.6598","11.1573","1017.43"
"3.1888888888889","-0.094444444444445","0.85","12.8961","14.9569","1012.24"
"27.172222222222","28.033333333333","0.56","1.7388","9.982","1011.67"
"17.172222222222","17.172222222222","0.68","10.8514","14.9569","1015.74"
"28.955555555555","30.716666666667","0.58","8.1788","11.27","1017.58"
"-1.1611111111111","-3.3777777777778","0.75","6.0858","9.7405","1031.06"
"8.3611111111111","6.55","0.96","10.7709","9.4829","1018.68"
"-4.9333333333333","-7.8111111111111","0.96","6.2951","9.8049","1036.26"
